"date","stato","codice_regione","denominazione_regione","lat","long","ricoverati_con_sintomi","terapia_intensiva","totale_ospedalizzati","isolamento_domiciliare","totale_positivi","variazione_totale_positivi","nuovi_positivi","dimessi_guariti","deceduti","casi_da_sospetto_diagnostico","casi_da_screening","totale_casi","tamponi","casi_testati","mortalità","nuovi_tamponi","decreto_legge","dpcm1","dpcm2","dpcm3","dpcm4","dpcm5","dpcm6","dpcm7","dpcm8","dpcm9","pre_esodo","mado","esodo1","esodo2","esodo3"
2020-03-23,"ITA",0,"Italia",41.8719,12.5674,20692,3204,23896,26522,50418,3780,4789,7432,6077,NA,NA,63927,275468,NA,0.0950615545856993,0.0173849594145236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,"ITA",0,"Italia",41.8719,12.5674,21937,3396,25333,28697,54030,3612,5249,8326,6820,NA,NA,69176,296964,NA,0.0985891060483405,0.0176755431634811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,"ITA",0,"Italia",41.8719,12.5674,23112,3489,26601,30920,57521,3491,5210,9362,7503,NA,NA,74386,324445,NA,0.100865754308606,0.0160581916811786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,"ITA",0,"Italia",41.8719,12.5674,24753,3612,28365,33648,62013,4492,6153,10361,8165,NA,NA,80539,361060,NA,0.101379455915768,0.0170414889492051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,"ITA",0,"Italia",41.8719,12.5674,26029,3732,29761,36653,66414,4401,5959,10950,9134,NA,NA,86498,394079,NA,0.105597817290573,0.0151213335397217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,"ITA",0,"Italia",41.8719,12.5674,26676,3856,30532,39533,70065,3651,5974,12384,10023,NA,NA,92472,429526,NA,0.108389566571503,0.0139083547910953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,"ITA",0,"Italia",41.8719,12.5674,27386,3906,31292,42588,73880,3815,5217,13030,10779,NA,NA,97689,454030,NA,0.110339956392224,0.0114904301477876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,"ITA",0,"Italia",41.8719,12.5674,27795,3981,31776,43752,75528,1648,4050,14620,11591,NA,NA,101739,477359,NA,0.113928778541169,0.0084841806690562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,"ITA",0,"Italia",41.8719,12.5674,28192,4023,32215,45420,77635,2107,4053,15729,12428,NA,NA,105792,506968,NA,0.117475801572898,0.00799458742958135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,"ITA",0,"Italia",41.8719,12.5674,28403,4035,32438,48134,80572,2937,4782,16847,13155,NA,NA,110574,541423,NA,0.118970101470508,0.0088322808598822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,"ITA",0,"Italia",41.8719,12.5674,28540,4053,32593,50456,83049,2477,4668,18278,13915,NA,NA,115242,581232,NA,0.120745908609708,0.00803121645057395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,"ITA",0,"Italia",41.8719,12.5674,28741,4068,32809,52579,85388,2339,4585,19758,14681,NA,NA,119827,619849,NA,0.122518297211814,0.00739696280868405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,"ITA",0,"Italia",41.8719,12.5674,29010,3994,33004,55270,88274,2886,4805,20996,15362,NA,NA,124632,657224,NA,0.123258874125425,0.00731105376553504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,"ITA",0,"Italia",41.8719,12.5674,28949,3977,32926,58320,91246,2972,4316,21815,15887,NA,NA,128948,691461,NA,0.123204702670844,0.00624185601212505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,"ITA",0,"Italia",41.8719,12.5674,28976,3898,32874,60313,93187,1941,3599,22837,16523,NA,NA,132547,721732,NA,0.124657668600572,0.00498661553041849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,"ITA",0,"Italia",41.8719,12.5674,28718,3792,32510,61557,94067,880,3039,24392,17127,NA,NA,135586,755445,NA,0.126318351452215,0.00402279451184401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,"ITA",0,"Italia",41.8719,12.5674,28485,3693,32178,63084,95262,1195,3836,26491,17669,NA,NA,139422,807125,NA,0.126730358193112,0.0047526715192814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,"ITA",0,"Italia",41.8719,12.5674,28399,3605,32004,64873,96877,1615,4204,28470,18279,NA,NA,143626,853369,NA,0.127268043390472,0.00492635659368925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,"ITA",0,"Italia",41.8719,12.5674,28242,3497,31739,66534,98273,1396,3951,30455,18849,NA,NA,147577,906864,NA,0.127723154692127,0.00435677234954745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,"ITA",0,"Italia",41.8719,12.5674,28144,3381,31525,68744,100269,1996,4694,32534,19468,NA,NA,152271,963473,NA,0.127851002488983,0.00487195801024004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,"ITA",0,"Italia",41.8719,12.5674,27847,3343,31190,71063,102253,1984,4092,34211,19899,NA,NA,156363,1010193,NA,0.127261564436599,0.00405071110173996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,"ITA",0,"Italia",41.8719,12.5674,28023,3260,31283,72333,103616,1363,3153,35435,20465,NA,NA,159516,1046910,NA,0.128294340379648,0.00301172020517523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,"ITA",0,"Italia",41.8719,12.5674,28011,3186,31197,73094,104291,675,2972,37130,21067,NA,NA,162488,1073689,NA,0.129652651272709,0.00276802686811544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,"ITA",0,"Italia",41.8719,12.5674,27643,3079,30722,74696,105418,1127,2667,38092,21645,NA,NA,165155,1117404,NA,0.13105870243105,0.00238678222021758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,"ITA",0,"Italia",41.8719,12.5674,26893,2936,29829,76778,106607,1189,3786,40164,22170,NA,NA,168941,1178403,NA,0.131229245713,0.00321282277794608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,"ITA",0,"Italia",41.8719,12.5674,25786,2812,28598,78364,106962,355,3493,42727,22745,NA,NA,172434,1244108,NA,0.131905540670633,0.00280763406392371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,"ITA",0,"Italia",41.8719,12.5674,25007,2733,27740,80031,107771,809,3491,44927,23227,NA,NA,175925,1305833,NA,0.132027852778173,0.00267338932313703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,"ITA",0,"Italia",41.8719,12.5674,25033,2635,27668,80589,108257,486,3047,47055,23660,NA,NA,178972,1356541,935310,0.132199450193326,0.00224615400492871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,"ITA",0,"Italia",41.8719,12.5674,24906,2573,27479,80758,108237,-20,2256,48877,24114,NA,NA,181228,1398024,943151,0.133058909219326,0.00161370620246863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,"ITA",0,"Italia",41.8719,12.5674,24134,2471,26605,81104,107709,-528,2729,51600,24648,NA,NA,183957,1450150,971246,0.133987834113407,0.00188187428886667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,"ITA",0,"Italia",41.8719,12.5674,23805,2384,26189,81510,107699,-10,3370,54543,25085,NA,NA,187327,1513251,1015494,0.133910221164061,0.00222699340691002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,"ITA",0,"Italia",41.8719,12.5674,22871,2267,25138,81710,106848,-851,2646,57576,25549,NA,NA,189973,1579909,1052577,0.13448753243882,0.00167478000315208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,"ITA",0,"Italia",41.8719,12.5674,22068,2173,24241,82286,106527,-321,3021,60498,25969,NA,NA,192994,1642356,1147850,0.134558587313595,0.00183943067154746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,"ITA",0,"Italia",41.8719,12.5674,21533,2102,23635,82212,105847,-680,2357,63120,26384,NA,NA,195351,1707743,1186526,0.13505945707982,0.00138018425489081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,"ITA",0,"Italia",41.8719,12.5674,21372,2009,23381,82722,106103,256,2324,64928,26644,NA,NA,197675,1757659,1210639,0.134786897685595,0.00132221323931434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-27,"ITA",0,"Italia",41.8719,12.5674,20353,1956,22309,83504,105813,-290,1739,66624,26977,NA,NA,199414,1789662,1237317,0.135281374427071,0.000971691861368236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,"ITA",0,"Italia",41.8719,12.5674,19723,1863,21586,83619,105205,-608,2091,68941,27359,NA,NA,201505,1846934,1274871,0.135773305873303,0.00113214657372705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,"ITA",0,"Italia",41.8719,12.5674,19210,1795,21005,83652,104657,-548,2086,71252,27682,NA,NA,203591,1910761,1313460,0.135968682309139,0.00109171162693817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,"ITA",0,"Italia",41.8719,12.5674,18149,1694,19843,81708,101551,-3106,1872,75945,27967,NA,NA,205463,1979217,1354901,0.136116965098339,0.000945828577664804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"ITA",0,"Italia",41.8719,12.5674,17569,1578,19147,81796,100943,-608,1965,78249,28236,NA,NA,207428,2053425,1398633,0.136124341940336,0.000956937799043062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"ITA",0,"Italia",41.8719,12.5674,17357,1539,18896,81808,100704,-239,1900,79914,28710,NA,NA,209328,2108837,1429864,0.137153175877092,0.000900970534944142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"ITA",0,"Italia",41.8719,12.5674,17242,1501,18743,81436,100179,-525,1389,81654,28884,NA,NA,210717,2153772,1456911,0.137074844459631,0.000644915060647088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"ITA",0,"Italia",41.8719,12.5674,16823,1479,18302,81678,99980,-199,1221,82879,29079,NA,NA,211938,2191403,1479910,0.137205220394644,0.000557177296918915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"ITA",0,"Italia",41.8719,12.5674,16270,1427,17697,80770,98467,-1513,1075,85231,29315,NA,NA,213013,2246666,1512121,0.13762070859525,0.000478486788868483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"ITA",0,"Italia",41.8719,12.5674,15769,1333,17102,74426,91528,-6939,1444,93245,29684,NA,NA,214457,2310929,1549892,0.138414693854712,0.000624856929832115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"ITA",0,"Italia",41.8719,12.5674,15174,1311,16485,73139,89624,-1904,1401,96276,29958,NA,NA,215858,2381288,1563557,0.138785683180609,0.000588337068006894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"ITA",0,"Italia",41.8719,12.5674,14636,1168,15804,72157,87961,-1663,1327,99023,30201,NA,NA,217185,2445063,1608985,0.139056564679881,0.000542726301939868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"ITA",0,"Italia",41.8719,12.5674,13834,1034,14868,69974,84842,-3119,1083,103031,30395,NA,NA,218268,2514234,1645076,0.139255410779409,0.000430747496056453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"ITA",0,"Italia",41.8719,12.5674,13618,1027,14645,68679,83324,-1518,802,105186,30560,NA,NA,219070,2565912,1676460,0.139498790340987,0.000312559433059279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"ITA",0,"Italia",41.8719,12.5674,13539,999,14538,67950,82488,-836,744,106587,30739,NA,NA,219814,2606652,1702283,0.139840956444994,0.000285423600848905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"ITA",0,"Italia",41.8719,12.5674,12865,952,13817,67449,81266,-1222,1402,109039,30911,NA,NA,221216,2673655,1741903,0.139732207435267,0.00052437580764908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"ITA",0,"Italia",41.8719,12.5674,12172,893,13065,65392,78457,-2809,888,112541,31106,NA,NA,222104,2735628,1778952,0.140051507401938,0.000324605538472336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"ITA",0,"Italia",41.8719,12.5674,11453,855,12308,64132,76440,-2017,992,115288,31368,NA,NA,223096,2807504,1820083,0.140603148420411,0.000353338766391784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"ITA",0,"Italia",41.8719,12.5674,10792,808,11600,60470,72070,-4370,789,120205,31610,NA,NA,223885,2875680,1859110,0.141188556625053,0.000274369888165582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"ITA",0,"Italia",41.8719,12.5674,10400,775,11175,59012,70187,-1883,875,122810,31763,NA,NA,224760,2944859,1899767,0.141319629827371,0.000297127977943936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"ITA",0,"Italia",41.8719,12.5674,10311,762,11073,57278,68351,-1836,675,125176,31908,NA,NA,225435,3004960,1933272,0.141539689932797,0.000224628614024812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"ITA",0,"Italia",41.8719,12.5674,10207,749,10956,55597,66553,-1798,451,127326,32007,NA,NA,225886,3041366,1959373,0.141695368460197,0.00014828863083233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"ITA",0,"Italia",41.8719,12.5674,9991,716,10707,54422,65129,-1424,813,129401,32169,NA,NA,226699,3104524,1999599,0.1419018169467,0.000261875894662112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"ITA",0,"Italia",41.8719,12.5674,9624,676,10300,52452,62752,-2377,665,132282,32330,NA,NA,227364,3171719,2038216,0.142194894530357,0.000209665484237412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"ITA",0,"Italia",41.8719,12.5674,9269,640,9909,51051,60960,-1792,642,134560,32486,NA,NA,228006,3243398,2078860,0.142478706700701,0.00019794055493652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"ITA",0,"Italia",41.8719,12.5674,8957,595,9552,49770,59322,-1638,652,136720,32616,NA,NA,228658,3318778,2121847,0.142640974730821,0.0001964578528603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"ITA",0,"Italia",41.8719,12.5674,8695,572,9267,48485,57752,-1570,669,138840,32735,NA,NA,229327,3391188,2164426,0.142743767633118,0.000197275998853499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"ITA",0,"Italia",41.8719,12.5674,8613,553,9166,47428,56594,-1158,531,140479,32785,NA,NA,229858,3447012,2198632,0.142631537731991,0.000154046461108926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"ITA",0,"Italia",41.8719,12.5674,8185,541,8726,46574,55300,-1294,300,141981,32877,NA,NA,230158,3482253,2219308,0.142845349716282,0.0000861511211276148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"ITA",0,"Italia",41.8719,12.5674,7917,521,8438,44504,52942,-2358,397,144658,32955,NA,NA,230555,3539927,2253252,0.142937693825768,0.00011214920533672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"ITA",0,"Italia",41.8719,12.5674,7729,505,8234,42732,50966,-1976,584,147101,33072,NA,NA,231139,3607251,2290551,0.143082733766262,0.000161896136420781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"ITA",0,"Italia",41.8719,12.5674,7379,489,7868,40118,47986,-2980,593,150604,33142,NA,NA,231732,3683144,2330389,0.143018659485958,0.000161003751143045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"ITA",0,"Italia",41.8719,12.5674,7094,475,7569,38606,46175,-1811,516,152844,33229,NA,NA,232248,3755279,2368622,0.143075505494127,0.000137406568193735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,"ITA",0,"Italia",41.8719,12.5674,6680,450,7130,36561,43691,-2484,416,155633,33340,NA,NA,232664,3824621,2404673,0.1432967713097,0.000108768947302229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,"ITA",0,"Italia",41.8719,12.5674,6387,435,6822,35275,42097,-1594,355,157507,33415,NA,NA,233019,3878739,2433621,0.143400323578764,0.0000915245908528519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,"ITA",0,"Italia",41.8719,12.5674,6099,424,6523,34844,41367,-730,178,158355,33475,NA,NA,233197,3910133,2451674,0.143548158852815,0.0000455227482031941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,"ITA",0,"Italia",41.8719,12.5674,5916,408,6324,33569,39893,-1474,318,160092,33530,NA,NA,233515,3962292,2477302,0.143588206325075,0.0000802565787680464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,"ITA",0,"Italia",41.8719,12.5674,5742,353,6095,33202,39297,-596,321,160938,33601,NA,NA,233836,3999591,2497337,0.143694726218375,0.0000802582064016046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,"ITA",0,"Italia",41.8719,12.5674,5503,338,5841,32588,38429,-868,177,161895,33689,NA,NA,234013,4049544,2524788,0.143962087576331,0.0000437086249711079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,"ITA",0,"Italia",41.8719,12.5674,5301,316,5617,31359,36976,-1453,518,163781,33774,NA,NA,234531,4114572,2565258,0.144006549240825,0.000125894017652383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,"ITA",0,"Italia",41.8719,12.5674,5002,293,5295,30582,35877,-1099,270,165078,33846,NA,NA,234801,4187057,2599294,0.144147597327098,0.0000644844338159237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,"ITA",0,"Italia",41.8719,12.5674,4864,287,5151,30111,35262,-615,197,165837,33899,NA,NA,234998,4236535,2627188,0.144252291508864,0.0000465002649570935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,"ITA",0,"Italia",41.8719,12.5674,4729,283,5012,29718,34730,-532,280,166584,33964,NA,NA,235278,4263647,2643489,0.144356888446859,0.0000656714779624111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,"ITA",0,"Italia",41.8719,12.5674,4581,263,4844,28028,32872,-1858,283,168646,34043,NA,NA,235561,4318650,2675689,0.14451882951762,0.0000655297373021662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,"ITA",0,"Italia",41.8719,12.5674,4320,249,4569,27141,31710,-1162,202,169939,34114,NA,NA,235763,4381349,2713554,0.144696156733669,0.0000461045216895527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,"ITA",0,"Italia",41.8719,12.5674,4131,236,4367,26270,30637,-1073,379,171338,34167,NA,NA,236142,4443821,2746545,0.144688365475011,0.000085286963628823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,"ITA",0,"Italia",41.8719,12.5674,3893,227,4120,24877,28997,-1640,163,173085,34223,NA,NA,236305,4514441,2784196,0.14482554325977,0.0000361063529238725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,"ITA",0,"Italia",41.8719,12.5674,3747,220,3967,23518,27485,-1512,346,174865,34301,NA,NA,236651,4564191,2817076,0.144943397661535,0.0000758075198868759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,"ITA",0,"Italia",41.8719,12.5674,3594,209,3803,22471,26274,-1211,338,176370,34345,NA,NA,236989,4620718,2846621,0.144922338167594,0.0000731488050125543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,"ITA",0,"Italia",41.8719,12.5674,3489,207,3696,22213,25909,-365,303,177010,34371,NA,NA,237290,4648825,2864084,0.144848076193687,0.0000651777599716057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,"ITA",0,"Italia",41.8719,12.5674,3301,177,3478,21091,24569,-1340,210,178526,34405,NA,NA,237500,4695707,2891846,0.144863157894737,0.0000447217000549651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
